Distance,Vitesse
0.14500001072883606,0
0.12800000607967377,0
0.13500000536441803,0
0.1380000114440918,0
0.1380000114440918,0
0.1380000114440918,0
0.1380000114440918,0
0.14500001072883606,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.14300000667572021,0
0.13700000941753387,0
0.13700000941753387,0
0.13500000536441803,0
0.12600000202655792,0
0.11800000816583633,0
0.11300000548362732,0
0.10300000756978989,0
0.09400000423192978,0
0.09300000220537186,0
0.0860000029206276,0
0.0820000022649765,0
0.07700000703334808,0
0.07400000095367432,0
0.07200000435113907,0
0.07600000500679016,0
0.07400000095367432,0
0.07400000095367432,0
0.07600000500679016,0
0.07600000500679016,0
0.07600000500679016,0
0.07600000500679016,0
0.07400000095367432,0
0.07800000160932541,0
0.07700000703334808,0
0.0820000022649765,0
0.0820000022649765,0
0.0860000029206276,0
0.0860000029206276,0
0.09100000560283661,0
0.0990000069141388,0
0.10300000756978989,0
0.10700000822544098,0
0.11300000548362732,0
0.12200000882148743,0
0.12600000202655792,0
0.1300000101327896,0
0.13700000941753387,0
0.13700000941753387,0
0.1380000114440918,0
0.14900000393390656,0
0.15800000727176666,27
0.16200000047683716,41
0.1720000058412552,76
0.17900000512599945,101
0.1850000023841858,122
0.18900001049041748,136
0.1900000125169754,139
0.203000009059906,185
0.20500001311302185,192
0.21700000762939453,233
0.21900001168251038,240
0.2290000170469284,275
0.23500001430511475,296
0.23600001633167267,300
0.242000013589859,321
0.2510000169277191,349
0.2590000033378601,349
0.27300000190734863,349
0.2800000011920929,349
0.2900000214576721,349
0.2980000078678131,349
0.30400002002716064,349
0.32200002670288086,349
0.32100000977516174,349
0.32100000977516174,349
0.328000009059906,349
0.33400002121925354,349
0.3400000035762787,349
0.3570000231266022,349
0.3720000088214874,349
0.3840000033378601,349
0.40700000524520874,349
0.4180000126361847,349
0.4280000329017639,349
0.445000022649765,349
0.45500001311302185,349
0.4790000319480896,349
0.492000013589859,349
0.4960000216960907,349
0.5100000500679016,349
0.5230000019073486,349
0.3400000035762787,349
0.5460000038146973,349
0.5630000233650208,349
0.5630000233650208,349
0.5630000233650208,349
0.5670000314712524,349
0.5760000348091125,349
0.5860000252723694,349
0.5890000462532043,349
0.5910000205039978,349
0.6030000448226929,349
0.6160000562667847,349
0.6220000386238098,349
0.6450000405311584,349
0.578000009059906,349
0.5900000333786011,349
0.5950000286102295,349
0.578000009059906,349
0.6050000190734863,349
0.6140000224113464,349
0.6050000190734863,349
0.6160000562667847,349
0.6170000433921814,349
0.6170000433921814,349
0.6160000562667847,349
0.6160000562667847,349
0.36500000953674316,349
0.3570000231266022,349
0.3660000264644623,349
0.3660000264644623,349
0.3620000183582306,349
0.581000030040741,349
0.5730000138282776,349
0.5630000233650208,349
0.5630000233650208,349
0.5630000233650208,349
0.5509999990463257,349
0.5400000214576721,349
0.5350000262260437,349
0.5440000295639038,349
0.5460000038146973,349
0.5420000553131104,349
0.5350000262260437,349
0.5180000066757202,349
0.5230000019073486,349
0.32600000500679016,349
0.328000009059906,349
0.49000000953674316,349
0.484000027179718,349
0.4750000238418579,349
0.4710000157356262,349
0.46000000834465027,349
0.4540000259876251,349
0.44700002670288086,349
0.44300001859664917,349
0.4350000321865082,349
0.42900002002716064,349
0.42000001668930054,349
0.41100001335144043,349
0.41200003027915955,349
0.406000018119812,349
0.3920000195503235,349
0.3840000033378601,349
0.3840000033378601,349
0.3760000169277191,349
0.3760000169277191,349
0.3720000088214874,349
0.3660000264644623,349
0.3620000183582306,349
0.3570000231266022,349
0.3530000150203705,349
0.3490000069141388,349
0.3450000286102295,349
0.3400000035762787,349
0.3400000035762787,349
0.3360000252723694,349
0.3290000259876251,349
0.32100000977516174,349
0.32100000977516174,349
0.32100000977516174,349
0.320000022649765,349
0.320000022649765,349
0.30800002813339233,349
