Distance,Vitesse
0.08400000631809235,0
0.055000003427267075,0
0.0650000050663948,0
0.058000002056360245,0
0.058000002056360245,0
0.05900000408291817,0
0.05900000408291817,0
0.05900000408291817,0
0.05900000408291817,0
0.05900000408291817,0
0.05900000408291817,0
0.05900000408291817,0
0.06300000101327896,0
0.058000002056360245,0
0.06300000101327896,0
0.058000002056360245,0
0.07200000435113907,0
0.07400000095367432,0
0.06700000166893005,0
0.06700000166893005,0
0.07400000095367432,0
0.07600000500679016,0
0.07600000500679016,0
0.07600000500679016,0
0.07600000500679016,0
0.07600000500679016,0
0.07600000500679016,0
0.07600000500679016,0
0.07600000500679016,0
0.07400000095367432,0
0.07700000703334808,0
0.0860000029206276,0
0.09100000560283661,0
0.10700000822544098,0
0.1210000067949295,0
0.14500001072883606,0
0.15700000524520874,0
0.1730000078678131,0
0.1850000023841858,0
0.1900000125169754,0
0.20900000631809235,15
0.2200000137090683,35
0.23900000751018524,68
0.2590000033378601,103
0.27300000190734863,127
0.28600001335144043,150
0.2939999997615814,164
0.29100000858306885,164
0.320000022649765,210
0.32600000500679016,220
0.328000009059906,224
0.33800002932548523,241
0.3490000069141388,260
0.3490000069141388,260
0.34700000286102295,260
0.34800001978874207,260
0.34800001978874207,260
0.3490000069141388,260
0.3400000035762787,260
0.3360000252723694,260
0.328000009059906,260
0.32100000977516174,260
0.320000022649765,260
0.30400002002716064,260
0.2939999997615814,260
0.2800000011920929,260
0.2630000114440918,260
0.24900001287460327,260
0.2330000102519989,260
0.22500000894069672,260
0.21700000762939453,234
0.20500001311302185,192
0.203000009059906,185
0.1990000158548355,171
0.19500000774860382,157
0.19100001454353333,143
0.19100001454353333,143
0.18900001049041748,136
0.1850000023841858,122
0.18300001323223114,115
0.17400000989437103,84
0.1730000078678131,80
0.16600000858306885,56
0.15700000524520874,24
0.15600000321865082,21
0.14900000393390656,0
0.14500001072883606,0
0.14300000667572021,0
0.13700000941753387,0
0.13700000941753387,0
0.14500001072883606,0
0.15400001406669617,0
0.164000004529953,0
0.17900000512599945,0
0.18900001049041748,0
0.19700001180171967,0
0.20900000631809235,15
0.21700000762939453,29
0.22700001299381256,47
0.23500001430511475,61
0.24300001561641693,75
0.24900001287460327,85
0.25699999928474426,99
0.2630000114440918,110
0.2670000195503235,117
0.27800002694129944,136
0.289000004529953,155
0.3020000159740448,178
0.32100000977516174,211
0.32600000500679016,220
0.3360000252723694,238
0.3450000286102295,253
0.3490000069141388,260
0.36100003123283386,281
